glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
3.0,18 Jun 2023,Not for an aspiring -growth seeker,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77496849.htm,It senior manager,"Current employee, more than 8 years",,,,Bengaluru,Stability and Job Security Supportive Policies,Lack of Growth & Learning Low Market Standards Pressure
3.0,2 Jun 2023,Work Culture Lacking,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77020119.htm,Manager,Current employee,Security due to Nationalised Bank,Work Culture is not good,Show more,,,
4.0,21 May 2023,Good company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76637477.htm,Officer,Current employee,,,,Pune,Balanced work life and sufficient leave to manage family. Provides ample opportunity for learning and growth.,Frequent transfer policy makes it difficult to cope up.
5.0,19 May 2023,Great bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76583972.htm,Anonymous employee,"Current employee, more than 8 years",,,,Bhopal,This is India's leading bank I'm great full to working with organisation,Very slow promotion process I'm not finding myself as growing for many years
4.0,7 Jun 2023,Public sector bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77175736.htm,Senior manager,Current employee,,,,Bengaluru,Achievable business targets every year,Every thing is in pros only
4.0,3 Jun 2023,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77037827.htm,Accounting clerk,"Former employee, more than 1 year",,,,Ongole,9:30AM - 5PM fixed working hours Less work tension,Salary growth will be low
1.0,29 Jul 2023,Poor culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW78689678.htm,Agm,"Former employee, more than 10 years",large PSU bank with job security,"Poor culture, nepotism, political interference",Show more,Mumbai,,
4.0,31 May 2023,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76939046.htm,Swo,Former employee,,,,"Āgra, Uttar Pradesh",Working culture is very good with job security,Work load is very high
1.0,23 Feb 2023,Very bad working culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73904165.htm,Manager,"Current employee, more than 5 years",None . It has all the disadvantages..,"Very less number of leaves. High chance of Loan becoming NPA.. Pressure of NPAs on employees.. If customer doesnot pay, employee is taken to court and demoted .. Salaries are very low in comparison to private as well as central /state government.. Rent is not provided. You are forced to stay in shabby quarters and i will not even recommend my enemy to canara bank",Show more,Mumbai,,
3.0,24 May 2023,Compliance oriented bank. Busines comes Later,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76733547.htm,Manager,"Current employee, more than 1 year",,,,Bengaluru,Job Security is there for satisfaction.,Hr policies are way too bad.
2.0,24 Apr 2023,management review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW75779294.htm,Officer scale i,"Current employee, more than 5 years",pays well at starting of career,"old people at management level dont know how the world of banking is changing digitally, they still rely on printed pages more than data",Show more,Ahmedabad,,
5.0,10 May 2023,its good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76287040.htm,Officer,Current employee,,,,Meerut,it is good overall i have experienced,not much i know as per my knowledge
5.0,23 Mar 2023,Not bad if you are into Banking or want a stable job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74799517.htm,Assistant manager,"Current employee, more than 3 years",,,,Bengaluru,Stable job and secure position. Can travel around India,Improper staff management. Need to work on holidays sometimes. Huge risk involved due to the nature of the job
1.0,10 Jul 2023,Not enough growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW78104635.htm,Assistant manager,"Former employee, more than 1 year",,,,"Rājkot, Gujarat",Govt job monotonous in nature,No growth for further development
5.0,13 May 2023,Psb,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76405697.htm,Officer,"Current employee, more than 1 year",,,,Lucknow,"Govt bank, stabilty, job safety","Work pressure, transfers, old work culture"
5.0,25 Mar 2023,Competitive environment and a bit tiresome as you have to deal with the lot of responsibility and protocols,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74873868.htm,Assistant manager,"Current employee, more than 1 year",,,,Bengaluru,Stable and the permanent job,Tiresome as you have deal with the public on a regular basis
5.0,12 Apr 2023,Working conditions,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW75443878.htm,Officer scale 1,Current employee,,,,,It's great organization to work with and is changing its pace as the technologies progress,Has got less staff so little work pressure
4.0,7 Apr 2023,Good Bank to Work With,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW75287180.htm,Senior manager,"Current employee, more than 8 years",,,,Bhopal,Employees are taken care of in terms of benefits other than the salary component.,Work life balance is a bit messy.
2.0,5 Mar 2023,Not a best or worst it is average,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74205581.htm,Senior manager,"Current employee, more than 8 years","Job Security, there is no concept of layoff apart from due to any disciplinary action.",Transfer Policies and non availability of expertise in verticals,Show more,Bengaluru,,
2.0,3 May 2023,good work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76071652.htm,Assistant manager,"Former employee, more than 5 years",,,,New Delhi,good salary and the stable job,toxicity environment in the branches
4.0,5 Mar 2023,A professionally well managed Bank in comparison to other PSBs,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74207531.htm,Anonymous employee,"Current employee, more than 10 years",A very professional management who means only business and rewards performers.,Too much work pressure for branch banking staff.,Show more,Calcutta,,
2.0,15 Mar 2023,A Public Sector Bank heading towards Privatisation,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74542556.htm,Senior manager,"Former employee, more than 10 years",The salary structure is good,1. Heavy Workload 2. No support from higher officials 3. Toxic work culture,Show more,"Mani Mājra, Chandigarh",,
4.0,18 Apr 2023,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW75596589.htm,Anonymous employee,Current employee,,,,Calcutta,It gives you job security,It has very tiring working schedule
5.0,5 Apr 2023,Good to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW75240996.htm,Senior oracle-dba,"Current employee, more than 5 years",,,,Bengaluru,"Other Loan benefits, Housing loan interest rate",Transfer policy Management attitude Management attitude
3.0,4 Dec 2022,Public sector bank (Hybrid of Government office and retail banks),https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71602420.htm,Manager,Current employee,Job Safety and on-time salary. Increments are fixed and everyone gets their increments regardless of their performance.,"Poor Work-Life Balance, transfer to new branch every 3 yrs, favourable posting is not always an option, promotions are hard to get, no professionalism involved in managing the business, everyone thinks it is a government bank, wage revision talks are too much politicised and dragged for minimum 3 yrs.",Show more,,,
4.0,3 Apr 2023,Na,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW75148357.htm,Project manager,"Current employee, more than 3 years",,,,Pune,Work life balance is good,"No parties, not other such cons"
5.0,17 Mar 2023,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74609515.htm,Dtp operator,Current temporary employee,,,,,Good customer experience and store keeping,Need a little more time to complete one work
4.0,17 Mar 2023,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74613241.htm,Manager,"Current employee, more than 3 years","PSU Bank, Rich History, Bangalore Based","Old school bank, technology outdated",Show more,Bengaluru,,
4.0,26 Jan 2023,Assistant manager salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73012290.htm,Assistant manager,"Current employee, more than 5 years",Salary and benefits. Lots of branches for transfer after a period of time. Can get our options of branched by chance.,"Tough work life balance, tiring jobs, limited human resource than the demand.",Show more,Bengaluru,,
3.0,30 Jan 2023,Decent perks with no work-life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73129245.htm,Manager,Current employee,Decent pay Job Security Opportunity to help the needy,Frequent transfers hampers family life No proper exposure to specialised roles Training is outdated and obsolete. HR policies,Show more,,,
5.0,8 Mar 2023,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74337613.htm,Officer,Current employee,,,,Chandigarh,Banking job is good for long term,Banking job is stressful in long run
4.0,16 Feb 2023,Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73712115.htm,Officer,"Current employee, more than 8 years",,,,Bokāro,Senior Management only looks for numbers and are far from the real situation in branches.,Good culture amongst employees in the Bank
3.0,7 Mar 2023,Decent place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74298179.htm,Probationary officer,"Current employee, more than 1 year",,,,Bengaluru,Good place to work at,Not really any just workload
5.0,6 Mar 2023,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74230075.htm,Senior branch manager,Current employee,,,,,Stability of job are there,HR policy not as good
4.0,19 Feb 2023,Nice bank to grow with,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73766990.htm,Senior manager,"Current employee, more than 8 years",,,,Bengaluru,Good salary and other benefits,If working in branch your life can be hell
5.0,9 Feb 2023,Good Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73467904.htm,Manager,"Current employee, more than 8 years","Allowances are high, challenging work","Bad transfer policy, no concern over lady officers",Show more,Uttara Kannada,,
3.0,28 Sept 2022,better opportunities elsewhere if you are ambitious and ready to put in the hours,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69535204.htm,Assistant manager,"Former employee, more than 5 years","Job security, Relatively easier to avail unplanned leaves in case of emergency, low-interest loans,",Work life balance goes for a toss if you are a diligent employee with a reckless manager. low pay compared to the work and accountability. not a suitable place for ambitious youngsters,Show more,"Bargaon, Bihar",,
1.0,20 Oct 2022,One of the worst Co. to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70344878.htm,Senior manager,"Current employee, more than 8 years","If you are good at buttering you ""CAN-DO"" anything","Well here's the truth:
1. You don't get enough staff to work with in the branch.

2. The workload is distributed as, one person should work for three.

3. They don't have any type of structure for repair and maintenance of IT hardwares installed in branches. If you get any issue you will have to raise a complain and wait for someone's mercy and hope the item to be repaired.

4. The transfer policy has no sense. If you are from north part of our country you can get a posting to a remotest location you can imagine in southern part of our country and vice-versa. If you file a request for transfer, they will state that you have to serve minimum of 3 years in one place but they can transfer you anytime-anyplace.

5. The senior management expects you to work till 8pm everyday. However, on paper it has been stated that systems (batch) should be closed by 6:30 pm, but if you leave at that time it is frowned upon.

6. You will be called to work on public holidays (2nd and 4th Saturday, also Sunday), however, you are entitled for compassionate leave subjected to, if you get the instructions through proper channel. In reality approximately 98% of the instructions are either received orally or WhatsApp for which you can't claim compassionate leave. And, if you dare to not to follow the informal orders, you will feel the heat officially.

7. You are and will be accountable for each and every step you take in branches. No one will come to your help even if it was not intentional (malafide intention). But, if you have used a good quality butter you might escape the biggest blunders you can think of.

8. The CEO and Board of directors have no idea on what is happening on the ground. It seems like they are living in a seperate world where everything is perfect and goes better than the plan itself.

9. The whole bank relies on doing work manually. Even if there is a system generated report they want you to print the whole document, sign it, scan it and then send it to them.

10. And the worst thing is everyone likes to point fingers at others. Nobody wants to take responsibility.",Show more,New Delhi,,
5.0,10 Jan 2023,Best Public Sector Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72482010.htm,Assistant manager,Current employee,Best work environment and work culture,"Not only in Canara Bank, usually Banking personnel will not have good work life balance practically.",Show more,,,
3.0,15 Jan 2023,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72639081.htm,Divisional manager,"Current employee, more than 10 years",Stability is job with decent salary,"No work life balance, too much work load, executive cader has too much difficulties in maintaining personal life",Show more,Bhubaneshwar,,
4.0,4 Feb 2023,Good.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73312367.htm,Law officer,"Former employee, more than 3 years",,,,,Good pau. Work life balance. Good facilities.,Unsatisfactory wrt to professional fullfiment.
4.0,26 Jan 2023,Hectic Job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73011341.htm,Manager,"Current employee, more than 5 years",,,,Mangalore,Easy loans at less interest rate,No work life balance. Huge pressure to achieve targets
5.0,1 Jan 2023,Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72241324.htm,Manager,"Current employee, more than 8 years",One of the best Public Sector Bank to work with.,Salary as per IBA. Govt hike only after many strikes,Show more,North West,,
4.0,31 Jan 2023,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73165126.htm,Anonymous employee,"Current employee, more than 5 years",,,,New Delhi,Nice experience working here great learning,Work culture of the company
5.0,27 Dec 2022,Good Place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72157287.htm,Assistant manager,Current employee,,,,,One of the largest public sector banks having a global business of Rs. 20 lacs crores.,Quality Work life balance can not be assured
4.0,20 Jan 2023,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72822078.htm,Officer scale i,"Current employee, less than 1 year",,,,"Krishnagiri, Tamil Nadu",Good manager Best policies Employee friendly unions,Nothing much as every organisation has its own cons
3.0,27 Jan 2023,Moderate and stressful,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73051393.htm,Officer,"Current employee, more than 5 years",,,,Hyderābād,Public sector Bank many branches,"Work pressure, less pay, more work"
4.0,19 Dec 2022,Moderate,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71994274.htm,Banker,Current employee,,,,,Get to know about different laws of system. Get opportunities to work in different roles very quickly.,Work-life not balanced. Pay not in synchronisation with work load. Odd working hours.
4.0,7 Jan 2023,Corporate culture in head office,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72406072.htm,Manager of a public sector bank,Current employee,,,,,Experience in various financial field,Work pressure too much nowadays
2.0,28 Dec 2022,Good to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72173233.htm,Probation officer,Current employee,,,,,"Work life balance ,good pay and other allowance",Politics at its peak and also no proper transfer
3.0,15 Dec 2022,Job Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71893322.htm,Probationary officer,"Current employee, less than 1 year",,,,"Mānsa, Punjab",Salary Allowances Benefits Job security Leaves,No Work life balance High risk Work pressure Hectic High workload
2.0,30 Nov 2022,Job security is there but no work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71498543.htm,Officer,Current employee,Job security is the only pro,no work life balance late working hours,Show more,,,
5.0,7 Dec 2022,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71678445.htm,Anonymous employee,"Current employee, more than 3 years",Good work environment but work load is heavy,Very difficult to lead personal life,Show more,Peenya,,
5.0,27 Nov 2022,Awsm bank and awsm management,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71411441.htm,Anonymous employee,Current employee,,,,,Leading bank in India..and will go to 2nd position very soon.and lot of opportunities for promotion.,Canara bank has Limited overseas branches.
5.0,7 Dec 2022,Good to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71701886.htm,Manager,"Former employee, more than 3 years",,,,,Everything is good and great,PSB...... So growth opportunities are slow and wages are fixed commonly
4.0,11 Dec 2022,Po,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71770500.htm,Manager,Current employee,,,,,Great learning Vivid experience Encouraging attitude of superiors,Full time job with very vivid area
5.0,26 Nov 2022,Nice place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71401503.htm,Anonymous employee,"Current employee, more than 10 years",,,,Bengaluru,Strong Work Culture. Seniors and Colleagues are very helpful,Not many. Any organisation is having some local politics.
2.0,11 Dec 2022,High pressure poor HR transfer politics,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71779918.htm,Manager,"Current employee, more than 8 years",,,,New Delhi,Good policies and procedures for customers,As mentioned in title above
3.0,29 Oct 2022,Branch manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70614156.htm,Manager,"Current employee, more than 5 years","Job security, salary is good and allowance.","Transfer policy is worst in canara bank, where they post they don't know. No preference to employees on posting.",Show more,,,
1.0,28 Jan 2023,Bad work life Balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73086126.htm,Officer,Current employee,Nothing much to say about,Very Bad work life balance. Unethical work attitude,Show more,,,
3.0,10 Dec 2022,Hi,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71759060.htm,Assistant manager,"Current employee, more than 8 years",,,,,As of now secured job,No work life balance nowadays
4.0,16 Nov 2022,"PSB job, as you expect",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71152467.htm,Manager,Former employee,,,,,Quasi govt job Job security and perceived status,Salary and growth not linked to performance Transfers
2.0,28 Nov 2022,Bank Job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71441796.htm,Assistant manager,"Current employee, more than 8 years",,,,,Only nationalised bank thats it,No Professionalism at all in any part of management hierarchy
5.0,30 Nov 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71526608.htm,Manager,"Current employee, less than 1 year",,,,,Good good good good good,Nil nil nil nil nil
2.0,30 Nov 2022,Good organization,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71522636.htm,Acvounting clerk,"Former employee, more than 10 years",,,,,"Job period completed, retired now","Good working environment, good management"
5.0,23 Oct 2022,Experience good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70415413.htm,Branch manager,Current employee,"Feeling good, but having work pressure along with staff shortage",Facing many constraints due to staff shortage,Show more,New Delhi,,
4.0,6 Sept 2022,Amazing place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW68786481.htm,Officer,"Current employee, more than 5 years",Employee friendly. But depends upon the department or branch and boss.,"Mandatory rural service of 3 years, if you opt for promotion.",Show more,,,
4.0,11 Nov 2022,Pleasant experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70999977.htm,Manager,"Former employee, more than 10 years",,,,Bengaluru,Working Environment Job Security Public sector,Transferable Job Unions is not strong
5.0,8 Nov 2022,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70882247.htm,Anonymous employee,"Current employee, more than 10 years",,,,,Gr8 company to work for,None as its a gr8 co.
3.0,29 Oct 2022,Assistant manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70606460.htm,Assistant manager,Current employee,,,,Kollam,"Reputation of PSB, job security","Work pressure, less pay compared to work, transfer policy"
5.0,28 Oct 2022,N,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70601057.htm,Officer,"Current employee, more than 1 year",Love the work environment and culture,No issue with my current job,Show more,"Salem, Tamil Nadu",,
3.0,17 Oct 2022,Worst Transfer policy,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70223443.htm,Window operator,Former employee,,,,,Training time will only be good,Initial posting worst Transfer policy worst
5.0,6 Oct 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69841804.htm,Swo,"Current employee, more than 8 years",Very good organization and customer friendly,None none none none none,Show more,,,
2.0,13 Oct 2022,No work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70118342.htm,Assistant manager,"Former employee, more than 5 years",,,,Pune,The pay is decent as per market standards,"Very bad work culture, absolutely no work life balance, zero ethics."
5.0,20 Oct 2022,Best Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70352727.htm,Assistant manager,"Current employee, more than 5 years",,,,,"Gov Job, Job Security, Employee Friendly",I can't see any cons as of now
1.0,3 Jan 2023,Banking,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72272318.htm,Officer,Current employee,,,,,Governament Job so job is safe,Work life balance is not there
5.0,5 Oct 2022,Wokrking atmosphere,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69778472.htm,Manager,"Current employee, more than 8 years",Good systems and procedures. Family culture between staff,No concern areas. To be ready to work anywhere in india,Show more,Bengaluru,,
4.0,11 Oct 2022,Good bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW70040919.htm,Anonymous employee,"Current employee, more than 8 years",,,,,"Good bank,reliable colleagues,supportive managers,job security","Nothing much ,it's a good bank to work for"
4.0,16 Sept 2022,Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69133551.htm,General bmanager,"Current employee, more than 8 years",Average salary and job stability,Work load and risk is high.,Show more,,,
1.0,21 Dec 2022,Bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW72044831.htm,Officer,"Current employee, more than 1 year",,,,Mumbai,Great Exposure and Benefits are good.,"Bad Management Policies, Harrassment of Co-Workers"
5.0,3 Oct 2022,Good Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69703839.htm,Manager,Current employee,,,,,"Everything is good here, no negetive point.","Nothing to report, no negetive point"
3.0,20 Sept 2022,Too much pressure,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69232908.htm,Assistant manager,"Current employee, more than 5 years","Top Govt bank, job security.","WLB, Salary, working culture, pressure from higher ups for meeting unrealistic targets.",Show more,,,
3.0,25 Sept 2022,Banking industry,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69426740.htm,Senior bank manager,"Current employee, more than 10 years",Public sector bank with good potential,"Work Culture, Not pro active in hr initiative",Show more,Bengaluru,,
3.0,16 Sept 2022,Good Place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69133183.htm,Technical field manager,"Current employee, more than 8 years","Public sector [Stable job]
Corporate office","Branches
Incompetent higher level bosses
Stagnant salary and career growth",Show more,Bengaluru,,
4.0,20 Sept 2022,Best of banking,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69255443.htm,"Assistant manager, banking and capital markets",Current employee,,,,,Working experience with gigantic organization,Stay away from home and family.
4.0,6 Sept 2022,Good Organization to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW68785674.htm,Manager it,"Current employee, more than 8 years",Good Growth and Perks available,Bad Work Culture and Politics,Show more,Bengaluru,,
5.0,20 Aug 2022,Too much pressure for Govt Sponsored Schemes,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW68141196.htm,Scale-1 officer,"Current employee, more than 5 years",,,,Agartala,Time salary paid by the bank,Not so much to say
5.0,21 Aug 2022,Credit,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW68160734.htm,Assistant general manager finance,Current employee,,,,,Handling credit underwriting and credit risk management.,Worked in single company for 27 years.
4.0,18 Aug 2022,Clerk at branch,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW68069203.htm,Swo-a,"Former employee, more than 3 years",,,,Hyderābād,Employee friendly and role is subjected to timing,No performance based increments or hikes
5.0,2 Aug 2022,My job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67445740.htm,Personal banker,Current employee,,,,,It's very good. One of the trusted bank.,Can be better. We can do more digitalization.
2.0,30 May 2022,FRONT DESK JOB TO ENTERTAIN CUSTOMERS,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW64856698.htm,Assistant manager,"Current employee, more than 5 years",To work in a competitive environment for the overall growth of bank as per comparison with other peer bank,Majority of employees view the bank as a typical government job which it is not supposed to.,Show more,New Delhi,,
5.0,20 Jul 2022,Canara bank review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66933748.htm,Assistant manager,"Current employee, more than 10 years",,,,"Jaipur, Rajasthan",Gives opportunity to work with a very wide pool of internal clients.,Job satisfaction is low. Monotony in work.
3.0,8 Jun 2022,3rd largest PSB in India.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65297941.htm,Assistant manager,Current employee,"Experience of working in the 3rd largest public sector bank in the country.
Exposure to all sectors of banking and finance sector like credit, risk management, recovery, deposits etc.",High level work load due to severe staff shortage.,Show more,,,
3.0,4 Aug 2022,Boring place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67532734.htm,Probationary officer (scale i),"Current employee, more than 1 year",Pays good for the employees,"Nothing other than work/targets
Scale 1 suffers a lot",Show more,"Anantapur, Andhra Pradesh",,
3.0,5 Jul 2022,Techno Economic Viability Studies,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66341183.htm,Senior technical specialist,"Former employee, more than 8 years",Not target oriented .Jobs assigned on priority and specialisation,Low salary compared to Pvt Banks,Show more,Bengaluru,,
4.0,3 Jul 2022,Too much pressure,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66234285.htm,Officer,Current employee,,,,,They pay you well and medical insurance coverage for you and your dependants are good,Too much pressure and mental torture
2.0,30 Jul 2022,Stressful place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67340102.htm,Senior manager,"Current employee, more than 10 years","Job security
Nothing else
No pros
Nothing
No no no","High stress
Unrealistic targets
No HR concepts in place
Frequent transfers",Show more,Mumbai,,
5.0,29 Jul 2022,MANAGER,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67311343.htm,Branch manager,"Current employee, more than 8 years","Excellent work culture, good work","Infra needs to improve, Basic amenities",Show more,Morādābād,,
4.0,21 Jul 2022,"Safe, secure, and slow.",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67000369.htm,Assistant manager,"Current employee, more than 3 years","Good starting salary
Good perks
Opportunities for growth
Stable job
Job security","Excessive work pressure
No defined work hours",Show more,Calcutta,,
4.0,4 Aug 2022,Clerk,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67533997.htm,Anonymous employee,Former employee,,,,,Good company to work in,Nothing as such now .
3.0,9 Apr 2022,It's good to be employed than being unemployed,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62547837.htm,Manager,"Current employee, more than 5 years","Good and timely salary,
Young Generation are doing good
Growth is fast","Old employees are working in their old trends and not willing to upgrade themselves with new technologies
No work life balance
Tendency of management to run the branch with minimum staffs.
No team spirit",Show more,"Patna, Bihar",,
5.0,24 Jun 2022,Good Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65958806.htm,Bank employee,Current employee,Customer Friendly Bank customer is everything to Bank,Staff Benefits are low as compared to others,Show more,,,
5.0,16 Apr 2022,Canara Bank is the 4th largest bank in the country after merger with syndicate bank.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62872853.htm,Anonymous employee,"Current employee, more than 3 years","Canara Bank is one of the largest public sector banks owned by the Government of India.
The bank also has offices abroad in London, Hong Kong, Moscow, Shanghai, Dubai, Tanzania and New York.","None, no cons. This is the perfect bank.",Show more,,,
